sro,page,serial,vcode,village_hi,ward_hi,category,nonagri_lt9m,nonagri_9to18m,nonagri_ge18m,shop,office,godown,agri_nh,agri_state,agri_link,agri_chakmarg,agri_abadi,agri_general,flag
milkipur,55,206,1206,मऊ धनश्यामपुर,,ग्रामीण,6500,7500,8500,33000,31000,29000,0,55,50,45,60,30,
milkipur,55,207,1207,मितौरा,,ग्रामीण,7000,8000,9000,33000,31000,29000,0,60,55,50,70,32,
milkipur,55,208,1208,मेवापुरमु0रसूलपुरलिलहा,,ग्रामीण,9000,10000,11000,36000,34000,32000,0,70,60,55,80,34,name printed without spaces (मेवापुर मु0 रसूलपुर लिलहा)
milkipur,56,209,1209,माझगांव,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,60,55,50,70,32,
milkipur,56,210,1210,मेवापुर मु0 देवगांव,,ग्रामीण,7000,8000,9000,33000,31000,29000,90,75,65,60,80,30,
milkipur,56,211,1211,मोहम्मदपुर(अमानीगंज),,ग्रामीण,12000,14000,16000,44000,40000,38000,0,80,70,65,90,36,
milkipur,56,212,1212,महुँवा,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,60,50,45,70,35,
milkipur,56,213,1213,मानूडीह,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,60,51,45,71,35,
milkipur,56,214,1214,मंझनपुर (अमरगंज),,ग्रामीण,10000,11000,12000,37000,35000,33000,0,75,65,60,80,36,
milkipur,56,215,1215,मुबारकपुर उमरनी,,ग्रामीण,9000,10000,11000,36000,34000,32000,0,65,60,55,70,35,
milkipur,56,216,1216,मीठेगांव,,ग्रामीण,14000,18000,20000,46000,44000,42000,140,90,80,70,100,38,
milkipur,56,217,1217,मदरिया,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,60,50,45,70,35,
